name,created_at,download_count
openponk-petrinets-linux-nightly.zip,2024-11-14T10:11:52Z,0
openponk-petrinets-mac-intel-nightly.zip,2024-11-14T10:11:51Z,0
openponk-petrinets-mac-m1-nightly.zip,2024-11-14T10:11:51Z,0
openponk-petrinets-win-nightly.zip,2024-11-14T10:11:49Z,0
