name,created_at,download_count
openponk-petrinets-linux-nightly.zip,2024-07-25T20:11:36Z,0
openponk-petrinets-mac-ARM-nightly.zip,2024-07-25T20:11:32Z,0
openponk-petrinets-mac-nightly.zip,2024-07-25T20:11:36Z,0
openponk-petrinets-win-nightly.zip,2024-07-25T20:11:32Z,0
